4.2556,2.9048,1
5.7356,4.4106,1
0.8209,3.4978,1
5.8843,7.7511,3
-4.6979,-1.1119,2
6.4145,6.52,3
4.1621,7.283,3
-4.3408,0.87867,2
0.11373,4.1075,2
3.6533,1.8009,1
5.5971,6.8092,3
-3.1509,3.0463,2
7.54,9.3373,3
0.035432,1.7905,2
1.3925,4.5313,1
-3.4774,-0.64785,2
-3.4142,-0.10242,2
2.8278,2.2548,1
3.72,2.9598,1
2.9262,2.9433,1
5.3673,7.1792,3
2.496,3.5607,1
-1.7806,3.5156,2
-1.7773,4.7193,2
-2.3206,2.2583,2
3.2232,2.8232,1
4.7202,2.0681,1
-2.5193,2.2591,2
-3.014,3.3025,2
-0.062846,3.3907,1
-1.4694,4.6622,2
5.1704,1.7296,1
-2.9605,1.979,2
-2.6211,1.232,2
5.4856,0.96244,1
-4.4739,0.47162,2
7.994,7.2091,3
-0.86113,4.8806,2
6.4895,1.6319,1
-3.3598,0.47071,2
-4.31,1.0238,2
6.2692,7.8466,3
-3.9772,4.4593,2
6.1061,9.5495,3
-3.1559,1.1429,2
6.4683,1.7848,1
-0.28181,3.3087,2
-5.2645,1.6068,2
2.4797,4.0259,1
-4.3912,0.78653,2
-2.6491,-0.2457,2
1.2727,3.2713,1
5.0797,0.12039,1
6.7544,3.4963,1
3.943,4.641,1
6.642,1.766,1
-7.1806,2.423,2
-4.0092,2.0796,2
4.2291,3.9238,1
4.9238,8.1467,3
7.1063,-1.945,1
5.1867,0.31308,1
-1.9561,4.2611,2
3.7387,1.5033,1
-2.4107,1.4053,2
6.6045,7.5435,3
-1.4303,4.1352,2
-3.1037,1.078,2
-3.7434,1.1835,2
8.0499,9.4212,3
3.8336,7.3794,3
-0.42508,3.9142,2
4.8525,2.4274,1
-6.2335,1.9236,2
4.1684,-0.14903,1
6.1514,0.23765,1
7.1027,7.9985,3
3.2372,2.881,1
4.9461,1.8974,1
0.26546,3.0763,2
5.8146,2.2804,1
-3.9465,1.9065,2
4.1017,1.1,1
5.489,1.2936,1
-4.7326,1.5254,2
4.9518,3.2594,1
3.0033,8.0203,3
-2.4669,1.4792,2
5.3734,0.6364,1
4.259,5.2461,1
4.132,6.7979,3
-6.3062,2.2007,2
-0.76834,1.8079,2
7.5602,0.99696,1
-4.6474,2.7809,2
-6.6107,-0.9664,2
5.9833,5.2934,3
3.3541,3.2483,1
-2.838,2.0509,2
5.8041,0.60905,1
4.3,1.7605,1
4.1955,4.714,1
-4.0448,0.28515,2
-5.5135,3.392,2
-4.8554,1.2993,2
4.8958,1.3092,1
-2.4229,3.4731,2
1.7433,2.9936,1
4.6537,-0.79615,1
6.434,6.6286,3
5.2889,4.5828,1
6.1259,-0.21158,1
-3.3309,2.3239,2
1.8135,2.7363,1
-3.8072,1.3616,2
-2.14,1.3703,2
-1.6115,3.1173,2
6.3811,-0.014835,1
1.8101,2.9524,1
-3.5147,0.57604,2
8.6341,1.6732,1
3.8233,2.5663,1
-3.9096,2.8887,2
7.0108,-1.8566,1
5.3423,1.4837,1
5.418,1.506,1
